1,18.268999
2,8.272000
3,6.257000
4,5.252000
5,4.617000
6,4.213000
7,3.935000
8,3.723000
9,3.528000
10,3.378000
11,3.274000
12,3.176000
13,3.109000
14,3.171000
15,3.059000
16,2.991000
17,2.902000
18,2.884000
19,2.941000
20,2.755000
21,2.759000
22,3.035000
23,2.640000
24,2.626000
25,2.596000
26,2.666000
27,2.758000
28,2.566000
29,2.811000
30,2.875000
31,2.938000
32,3.019000
33,3.209000
34,3.125000
35,2.996000
36,2.694000
37,2.680000
38,2.674000
39,2.975000
40,2.673000
41,2.633000
42,2.655000
43,2.599000
44,2.596000
45,2.606000
46,2.870000
47,2.587000
48,2.549000
49,2.656000
50,2.641000
51,2.532000
52,2.583000
53,2.721000
54,2.528000
55,2.502000
56,2.727000
57,3.082000
58,2.467000
59,2.431000
60,2.524000
61,2.469000
62,2.423000
63,2.434000
64,2.715000
65,2.559000
66,2.539000
67,2.703000
68,2.791000
69,2.513000
70,2.506000
71,2.664000
72,2.556000
73,2.490000
74,2.568000
75,2.780000
76,2.474000
77,2.473000
78,2.734000
79,2.684000
80,2.623000
81,2.457000
82,2.744000
83,2.447000
84,2.490000
85,2.573000
86,2.685000
87,2.459000
88,2.493000
89,2.540000
90,2.463000
91,2.528000
92,2.472000
93,2.617000
94,2.452000
95,2.404000
96,2.500000
97,2.712000
98,2.490000
99,2.511000
100,2.597000
101,2.628000
102,2.534000
103,2.480000
104,2.769000
105,2.487000
106,2.484000
107,2.556000
108,2.587000
109,2.451000
110,2.446000
111,2.595000
112,2.471000
113,2.703000
114,2.547000
115,2.744000
116,2.443000
117,2.417000
118,2.534000
119,2.556000
120,2.430000
121,2.437000
122,2.636000
123,2.426000
124,2.398000
125,2.410000
126,2.715000
127,2.449000
128,2.415000
129,2.617000
130,2.605000
131,2.463000
132,2.460000
133,2.636000
134,2.494000
135,2.501000
136,2.659000
137,2.729000
138,2.459000
139,2.440000
140,2.552000
141,2.582000
142,2.459000
143,2.437000
144,2.677000
145,2.438000
146,2.423000
147,2.549000
148,2.713000
149,2.449000
150,2.424000
151,2.538000
152,2.566000
153,2.412000
154,2.406000
155,2.507000
156,2.410000
157,2.409000
158,2.598000
159,2.719000
160,2.404000
161,2.457000
162,2.547000
163,2.614000
164,2.455000
165,2.471000
166,2.541000
167,2.470000
168,2.437000
169,2.454000
170,2.746000
171,2.435000
172,2.458000
173,2.562000
174,2.633000
175,2.444000
176,2.425000
177,2.485000
178,2.491000
179,2.419000
180,2.467000
181,2.770000
182,2.451000
183,2.408000
184,2.504000
185,2.641000
186,2.409000
187,2.425000
188,2.461000
189,2.533000
190,2.408000
191,2.430000
192,2.614000
193,2.454000
194,2.475000
195,2.519000
196,2.770000
197,2.458000
198,2.485000
199,2.535000
200,2.534000
201,2.443000
202,2.434000
203,2.638000
204,2.472000
205,2.462000
206,2.473000
207,2.699000
208,2.426000
209,2.428000
210,2.518000
211,2.587000
212,2.435000
213,2.439000
214,2.457000
215,2.460000
216,2.831000
217,2.435000
218,2.764000
219,2.442000
220,2.440000
221,2.523000
222,2.566000
223,2.404000
224,2.406000
225,2.468000
226,2.494000
227,2.475000
228,2.489000
229,2.690000
230,3.127000
231,2.437000
232,2.561000
233,2.575000
234,2.442000
235,2.440000
236,2.619000
237,2.441000
238,2.439000
239,2.457000
240,2.749000
241,2.445000
242,2.429000
243,2.526000
244,2.618000
245,2.428000
246,2.418000
247,2.422000
248,2.460000
249,2.430000
250,2.424000
251,2.716000
252,3.149000
253,2.409000
254,2.480000
255,2.536000
256,2.429000
257,2.450000
258,2.508000
259,2.439000
260,2.442000
261,2.437000
262,2.435000
263,2.454000
264,2.455000
265,2.582000
266,2.460000
267,2.444000
268,2.428000
269,2.446000
270,2.513000
271,2.432000
272,2.416000
273,2.717000
274,2.426000
275,2.419000
276,2.426000
277,2.555000
278,2.435000
279,2.420000
280,2.431000
281,2.652000
282,2.414000
283,2.424000
284,2.514000
285,2.426000
286,2.418000
287,2.408000
288,2.409000
289,2.444000
290,2.427000
291,2.440000
292,2.458000
293,2.454000
294,2.503000
295,2.444000
296,2.605000
297,2.432000
298,2.454000
299,2.540000
300,2.699000
301,2.439000
302,2.463000
303,2.434000
304,2.442000
305,2.424000
306,2.422000
307,2.417000
308,2.461000
309,2.422000
310,2.433000
311,2.435000
312,2.426000
313,2.425000
314,2.451000
315,2.415000
316,2.414000
317,2.426000
318,2.502000
319,2.430000
320,2.447000
321,2.460000
322,2.655000
323,2.472000
324,2.455000
325,2.449000
326,2.698000
327,2.448000
328,2.448000
329,2.532000
330,2.458000
331,2.656000
332,2.453000
333,2.602000
334,2.437000
335,2.436000
336,2.442000
337,2.540000
338,2.445000
339,2.475000
340,2.456000
341,2.513000
342,2.459000
343,2.444000
344,2.546000
345,2.583000
346,2.446000
347,2.445000
348,2.476000
349,2.452000
350,2.490000
351,2.429000
352,2.431000
353,2.434000
354,2.752000
355,2.490000
356,2.469000
357,2.544000
358,2.439000
359,2.462000
360,2.446000
361,2.428000
362,2.426000
363,2.440000
364,2.462000
365,2.443000
366,2.596000
367,2.443000
368,2.545000
369,2.421000
370,2.436000
371,2.673000
372,2.432000
373,2.415000
374,2.535000
375,2.440000
376,2.437000
377,2.433000
378,2.421000
379,2.420000
380,2.414000
381,2.430000
382,2.404000
383,2.436000
384,2.430000
385,2.476000
386,2.464000
387,2.469000
388,2.461000
389,2.536000
390,2.564000
391,2.449000
392,2.473000
393,2.482000
394,2.466000
395,2.451000
396,2.439000
397,2.464000
398,2.444000
399,2.450000
400,2.559000
401,2.552000
402,2.464000
403,2.439000
404,2.464000
405,2.551000
406,2.435000
407,2.437000
408,2.538000
409,2.460000
410,2.462000
411,2.456000
412,2.470000
413,2.513000
414,2.445000
415,2.433000
416,2.695000
417,2.448000
418,2.456000
419,2.597000
420,2.488000
421,2.459000
422,2.460000
423,2.585000
424,2.614000
425,2.436000
426,2.435000
427,2.523000
428,2.453000
429,2.446000
430,2.466000
431,2.439000
432,2.437000
433,2.444000
434,2.591000
435,2.621000
436,2.440000
437,2.437000
438,2.709000
439,2.448000
440,2.431000
441,2.429000
442,2.429000
443,2.434000
444,2.442000
445,2.448000
446,2.452000
447,2.638000
448,2.435000
449,2.458000
450,2.564000
451,2.435000
452,2.442000
453,2.469000
454,2.446000
455,2.450000
456,2.454000
457,2.454000
458,2.445000
459,2.675000
460,2.444000
461,2.851000
462,2.448000
463,2.483000
464,2.481000
465,2.433000
466,2.430000
467,2.446000
468,2.463000
469,2.449000
470,2.471000
471,2.430000
472,2.473000
473,2.432000
474,2.436000
475,2.438000
476,2.450000
477,2.422000
478,2.433000
479,2.468000
480,2.429000
481,2.469000
482,2.592000
483,2.463000
484,2.527000
485,2.426000
486,2.437000
487,2.713000
488,2.446000
489,2.425000
490,2.536000
491,2.448000
492,2.439000
493,2.425000
494,2.437000
495,2.427000
496,2.424000
497,2.424000
498,2.424000
499,2.444000
500,2.428000
501,2.436000
502,2.436000
503,2.445000
504,2.478000
505,2.413000
506,2.415000
507,2.475000
508,2.417000
509,2.455000
510,2.685000
511,2.425000
512,2.416000
513,2.529000
514,2.470000
515,2.478000
516,2.550000
517,2.480000
518,2.492000
519,2.479000
520,2.486000
521,2.492000
522,2.464000
523,2.476000
524,2.473000
525,2.471000
526,2.461000
527,2.623000
528,2.503000
529,2.650000
530,2.477000
531,2.469000
532,2.569000
533,2.458000
534,2.463000
535,2.479000
536,2.486000
537,2.466000
538,2.457000
539,2.713000
540,2.614000
541,2.450000
542,2.464000
543,2.503000
544,2.476000
545,2.474000
546,2.479000
547,2.472000
548,2.462000
549,2.476000
550,2.475000
551,2.493000
552,2.471000
553,2.475000
554,2.497000
555,2.490000
556,2.475000
557,2.456000
558,2.467000
559,2.461000
560,2.455000
561,2.459000
562,2.779000
563,2.541000
564,2.478000
565,2.477000
566,2.659000
567,2.453000
568,2.455000
569,2.583000
570,2.465000
571,2.462000
572,2.503000
573,2.477000
574,2.743000
575,2.450000
576,2.459000
577,2.762000
578,2.488000
579,2.478000
580,2.580000
581,2.567000
582,2.463000
583,2.461000
584,2.524000
585,2.469000
586,2.475000
587,2.520000
588,2.498000
589,2.491000
590,2.469000
591,2.469000
592,2.487000
593,2.471000
594,2.455000
595,2.487000
596,2.466000
597,2.754000
598,2.543000
599,2.631000
600,2.606000
601,2.493000
602,2.583000
603,2.723000
604,2.544000
605,2.503000
606,2.521000
607,2.455000
608,2.449000
609,2.494000
610,2.521000
611,2.498000
612,2.508000
613,2.466000
614,2.494000
615,2.461000
616,2.463000
617,2.501000
618,2.478000
619,2.581000
620,2.477000
621,2.479000
622,2.577000
623,2.456000
624,2.464000
625,2.660000
626,2.467000
627,2.456000
628,2.486000
629,2.516000
630,2.484000
631,2.530000
632,2.472000
633,2.586000
634,2.463000
635,2.470000
636,2.508000
637,2.453000
638,2.460000
639,2.447000
640,2.481000
641,2.490000
642,2.499000
643,2.482000
644,2.479000
645,2.475000
646,2.466000
647,2.506000
648,2.453000
649,2.454000
650,2.454000
651,2.479000
652,2.463000
653,2.469000
654,2.669000
655,2.514000
656,3.092000
657,2.464000
658,2.459000
659,2.592000
660,2.464000
661,2.462000
662,2.497000
663,2.470000
664,2.457000
665,2.523000
666,2.471000
667,2.472000
668,2.450000
669,2.444000
670,2.481000
671,2.444000
672,2.463000
673,2.529000
674,2.533000
675,2.530000
676,2.553000
677,2.667000
678,2.660000
679,2.556000
680,2.539000
681,2.831000
682,2.522000
683,2.526000
684,2.612000
685,2.527000
686,2.528000
687,2.534000
688,2.627000
689,2.539000
690,2.517000
691,2.528000
692,2.544000
693,2.515000
694,2.528000
695,2.521000
696,2.525000
697,2.524000
698,2.526000
699,2.536000
700,2.673000
701,2.527000
702,2.536000
703,2.564000
704,2.657000
705,2.526000
706,2.599000
707,2.752000
708,2.552000
709,2.525000
710,2.641000
711,2.533000
712,2.531000
713,2.528000
714,2.547000
715,2.524000
716,2.563000
717,2.566000
718,2.525000
719,2.544000
720,2.531000
721,2.626000
722,2.714000
723,2.519000
724,2.563000
725,2.633000
726,2.915000
727,2.518000
728,2.532000
